order_id,order_date,customer_id,product_id,store_id,quantity,unit_price_zar,discount,subtotal_zar,vat_zar,total_zar,payment_method,sales_channel,order_status
3592,2025-03-04,2149.0,14,10,2,450.44,0.0,900.88,135.13,1036.01,EFT,Online,Completed
3593,2024-11-03,367.0,11,3,1,267.18,0.0,267.18,40.08,307.26,PayFast,Store,Completed
3594,2025-12-12,1340.0,17,5,3,6792.32,0.05,20376.96,3056.54,23433.5,Card,Web,Cancelled
3595,2025-08-07,715.0,16,8,3,5399.1,0.0,16197.3,2429.59,18626.89,Cash,Store,Completed
3596,2024-04-05,1273.0,5,1,2,12218.46,0.0,24436.92,3665.54,28102.46,Debit Card,Store,Completed
3597,2025-01-07,1697.0,6,10,1,5247.98,0.05,5247.98,787.2,6035.18,EFT,Store,Completed
3598,2025-10-13,2190.0,10,2,2,2784.66,0.05,5569.32,835.4,6404.72,PayFast,Store,Completed
3599,2024-09-18,1510.0,5,4,2,11607.54,0.05,23215.08,3482.26,26697.34,Cash,Phone,Completed
3600,2025-11-05,1760.0,3,3,3,6467.99,0.0,19403.97,2910.6,22314.57,Debit Card,Store,Returned
3601,2024-11-05,711.0,14,5,2,450.44,0.0,900.88,135.13,1036.01,SnapScan,Online,Returned
3602,2024-04-27,709.0,17,10,4,6077.34,0.15,24309.36,3646.4,27955.76,EFT,Phone,Completed
3603,2025-10-06,1074.0,6,6,2,4419.35,0.2,8838.7,1325.81,10164.51,SnapScan,Web,Cancelled
3604,2025-12-11,1732.0,1,8,5,12793.94,0.0,63969.7,9595.45,73565.15,SnapScan,Phone,Completed
3605,2024-09-07,1863.0,11,2,3,267.18,0.0,801.54,120.23,921.77,Cash,Online,Completed
3606,2024-01-19,362.0,17,6,1,6434.83,0.1,6434.83,965.22,7400.05,Card,Phone,Completed
3607,2025-12-30,1292.0,9,7,1,1422.92,0.0,1422.92,213.44,1636.36,Card,Web,Completed
3608,2025-10-01,1765.0,4,2,4,5090.99,0.15,20363.96,3054.59,23418.55,Debit Card,Online,Completed
3609,2024-09-01,1801.0,5,6,3,12218.46,0.0,36655.38,5498.31,42153.69,Cash,Store,Completed
3610,2024-09-13,1268.0,8,10,1,439.8,0.2,439.8,65.97,505.77,PayFast,Phone,Completed
3611,2025-08-21,1042.0,1,1,5,10235.15,0.2,51175.75,7676.36,58852.11,Card,Online,Pending
3612,2025-07-27,1454.0,2,8,2,1054.44,0.0,2108.88,316.33,2425.21,SnapScan,Store,Completed
3613,2025-10-11,156.0,8,5,3,467.29,0.15,1401.87,210.28,1612.15,PayFast,Online,Completed
3614,2024-01-26,652.0,13,3,4,8904.12,0.15,35616.48,5342.47,40958.95,Cash,Web,Completed
3615,2025-06-01,1419.0,13,3,1,9951.66,0.05,9951.66,1492.75,11444.41,Cash,Web,Completed
3616,2024-08-22,1813.0,18,4,2,1333.51,0.1,2667.02,400.05,3067.07,EFT,Store,Returned
3617,2024-03-22,121.0,19,6,5,2812.65,0.1,14063.25,2109.49,16172.74,Debit Card,Online,Returned
3618,2025-06-26,1802.0,17,3,4,7149.81,0.0,28599.24,4289.89,32889.13,Cash,Store,Pending
3619,2025-09-10,738.0,17,4,1,7149.81,0.0,7149.81,1072.47,8222.28,Card,Online,Completed
3620,2025-11-27,1771.0,12,10,2,3018.87,0.05,6037.74,905.66,6943.4,Card,Store,Pending
3621,2024-06-10,1198.0,11,7,2,227.1,0.15,454.2,68.13,522.33,Debit Card,Store,Pending
3622,2024-04-11,857.0,6,8,4,4419.35,0.2,17677.4,2651.61,20329.01,Cash,Online,Pending
3623,2025-08-16,1852.0,11,1,2,267.18,0.0,534.36,80.15,614.51,Debit Card,Phone,Pending
3624,2025-02-13,520.0,2,5,3,949.0,0.1,2847.0,427.05,3274.05,Cash,Online,Completed
3625,2025-06-29,86.0,13,5,1,9951.66,0.05,9951.66,1492.75,11444.41,Card,Online,Completed
3626,2024-01-14,1221.0,9,5,2,1422.92,0.0,2845.84,426.88,3272.72,Debit Card,Store,Pending
3627,2024-07-04,2.0,4,2,1,5989.4,0.0,5989.4,898.41,6887.81,EFT,Online,Cancelled
3628,2025-10-07,295.0,13,10,1,10475.43,0.0,10475.43,1571.31,12046.74,PayFast,Store,Cancelled
3629,2025-05-10,1701.0,14,5,1,450.44,0.0,450.44,67.57,518.01,EFT,Phone,Cancelled
3630,2025-03-06,750.0,15,6,1,2165.68,0.15,2165.68,324.85,2490.53,EFT,Store,Pending
3631,2024-03-18,790.0,1,1,3,12793.94,0.0,38381.82,5757.27,44139.09,EFT,Online,Pending
3632,2025-08-05,372.0,11,3,4,267.18,0.0,1068.72,160.31,1229.03,PayFast,Store,Cancelled
3633,2024-02-08,1547.0,9,4,2,1422.92,0.0,2845.84,426.88,3272.72,PayFast,Online,Completed
3634,2024-05-23,395.0,13,8,1,8380.34,0.2,8380.34,1257.05,9637.39,PayFast,Phone,Completed
3635,2024-02-09,1151.0,16,2,1,4319.28,0.2,4319.28,647.89,4967.17,Debit Card,Web,Cancelled
3636,2025-06-25,971.0,16,8,2,4859.19,0.1,9718.38,1457.76,11176.14,Card,Online,Completed
3637,,483.0,2,1,1,949.0,0.1,949.0,142.35,1091.35,Cash,Store,Completed
3638,2025-11-02,2184.0,2,2,1,1054.44,0.0,1054.44,158.17,1212.61,Debit Card,Phone,Pending
3639,2025-07-06,1905.0,14,6,2,427.92,0.05,855.84,128.38,984.22,Card,Online,Completed
3640,2024-11-23,922.0,13,8,2,8380.34,0.2,16760.68,2514.1,19274.78,Debit Card,Online,Pending
3641,2025-09-24,341.0,1,10,2,11514.55,0.1,23029.1,3454.36,26483.46,Debit Card,Online,Pending
3642,2024-11-18,1157.0,18,7,1,1185.34,0.2,1185.34,177.8,1363.14,Cash,Phone,Completed
3643,2024-08-05,877.0,7,5,1,1961.26,0.1,1961.26,294.19,2255.45,Debit Card,Store,Returned
3644,2025-02-06,9.0,1,3,5,12154.24,0.05,60771.2,9115.68,69886.88,Debit Card,Phone,Completed
3645,2024-10-24,829.0,20,7,3,2835.15,0.0,8505.45,1275.82,9781.27,EFT,Phone,Cancelled
3646,2024-05-24,331.0,4,8,3,5090.99,0.15,15272.97,2290.95,17563.92,Cash,Online,Completed
3647,2024-06-28,672.0,3,8,5,6467.99,0.0,32339.95,4850.99,37190.94,Card,Online,Pending
3648,2025-10-14,217.0,9,9,5,1422.92,0.0,7114.6,1067.19,8181.79,SnapScan,Web,Returned
3649,2024-06-19,1759.0,3,2,3,5821.19,0.1,17463.57,2619.54,20083.11,PayFast,Online,Completed
3650,2025-11-28,247.0,13,6,3,9951.66,0.05,29854.98,4478.25,34333.23,Card,Online,Cancelled
3651,2025-06-12,1824.0,4,7,1,5390.46,0.1,5390.46,808.57,6199.03,PayFast,Store,Returned
3652,2025-01-11,1703.0,14,4,1,450.44,0.0,450.44,67.57,518.01,Debit Card,Online,Completed
3653,2024-01-13,1850.0,4,2,2,5989.4,0.0,11978.8,1796.82,13775.62,SnapScan,Web,Cancelled
3654,2024-11-10,1775.0,9,7,1,1351.77,0.05,1351.77,202.77,1554.54,SnapScan,Phone,Completed
3655,2024-12-09,1752.0,18,10,1,1407.6,0.05,1407.6,211.14,1618.74,Cash,Online,Completed
3656,2025-01-23,1301.0,15,8,2,2038.29,0.2,4076.58,611.49,4688.07,Debit Card,Web,Returned
3657,2025-01-17,1976.0,8,10,1,467.29,0.15,467.29,70.09,537.38,PayFast,Online,Cancelled
3658,2024-04-12,1021.0,16,1,1,4589.24,0.15,4589.24,688.39,5277.63,Cash,Web,Completed
3659,2024-12-25,254.0,15,2,2,2038.29,0.2,4076.58,611.49,4688.07,Debit Card,Web,Completed
3660,2024-02-29,912.0,5,4,2,11607.54,0.05,23215.08,3482.26,26697.34,PayFast,Online,Cancelled
3661,2025-01-05,1715.0,3,2,2,5497.79,0.15,10995.58,1649.34,12644.92,Cash,Web,Returned
3662,2024-10-25,942.0,8,9,1,549.75,0.0,549.75,82.46,632.21,PayFast,Store,Pending
3663,2025-06-05,1780.0,6,9,1,4695.56,0.15,4695.56,704.33,5399.89,Debit Card,Store,Pending
3664,2025-07-01,791.0,1,10,1,12793.94,0.0,12793.94,1919.09,14713.03,Cash,Online,Pending
3665,2025-02-21,1123.0,19,4,1,2968.91,0.05,2968.91,445.34,3414.25,SnapScan,Store,Returned
3666,2024-10-18,1815.0,20,4,2,2835.15,0.0,5670.3,850.54,6520.84,PayFast,Store,Pending
3667,2024-04-06,1900.0,13,3,3,9951.66,0.05,29854.98,4478.25,34333.23,Card,Online,Pending
3668,2024-11-04,1668.0,10,8,1,2491.54,0.15,2491.54,373.73,2865.27,SnapScan,Online,Completed
3669,2024-01-25,1237.0,17,8,2,6077.34,0.15,12154.68,1823.2,13977.88,Cash,Store,Completed
3670,2025-12-27,1723.0,6,9,2,4971.77,0.1,9943.54,1491.53,11435.07,SnapScan,Online,Completed
3671,2025-05-03,1547.0,5,8,4,12218.46,0.0,48873.84,7331.08,56204.92,EFT,Phone,Completed
3672,2025-11-17,2135.0,4,3,3,4791.52,0.2,14374.56,2156.18,16530.74,Debit Card,Store,Returned
3673,2024-09-19,914.0,9,1,3,1280.63,0.1,3841.89,576.28,4418.17,PayFast,Phone,Cancelled
3674,2024-12-15,1071.0,15,7,2,2038.29,0.2,4076.58,611.49,4688.07,SnapScan,Store,Completed
3675,2025-02-26,2114.0,11,2,2,267.18,0.0,534.36,80.15,614.51,Debit Card,Store,Cancelled
3676,2025-10-06,1014.0,12,3,2,3177.76,0.0,6355.52,953.33,7308.85,Card,Web,Completed
3677,2024-12-28,1340.0,1,1,3,12154.24,0.05,36462.72,5469.41,41932.13,PayFast,Online,Completed
3678,2025-03-05,179.0,16,7,1,5129.15,0.05,5129.15,769.37,5898.52,EFT,Online,Returned
3679,2025-04-12,1023.0,4,3,1,5689.93,0.05,5689.93,853.49,6543.42,EFT,Phone,Returned
3680,2025-10-14,1173.0,18,3,4,1185.34,0.2,4741.36,711.2,5452.56,Cash,Online,Completed
3681,2024-05-01,1176.0,18,9,1,1481.68,0.0,1481.68,222.25,1703.93,Cash,Online,Pending
3682,2025-03-10,1267.0,4,8,2,5989.4,0.0,11978.8,1796.82,13775.62,Cash,Store,Completed
3683,2024-02-03,423.0,19,2,2,3125.17,0.0,6250.34,937.55,7187.89,EFT,Online,Pending
3684,2025-06-02,326.0,6,10,3,5524.19,0.0,16572.57,2485.89,19058.46,Cash,Online,Completed
3685,2025-04-14,34.0,4,3,2,5989.4,0.0,11978.8,1796.82,13775.62,PayFast,Store,Cancelled
3686,2024-12-12,1318.0,13,9,1,8380.34,0.2,8380.34,1257.05,9637.39,SnapScan,Store,Returned
3687,2025-05-14,1847.0,10,5,2,2931.22,0.0,5862.44,879.37,6741.81,Card,Web,Completed
3688,2025-09-01,788.0,1,9,3,12793.94,0.0,38381.82,5757.27,44139.09,Debit Card,Phone,Returned
3689,2025-02-02,397.0,20,10,1,2409.88,0.15,2409.88,361.48,2771.36,PayFast,Online,Completed
3690,,1004.0,15,7,1,2038.29,0.2,2038.29,305.74,2344.03,SnapScan,Store,Cancelled
3691,2024-06-21,531.0,17,1,1,6792.32,0.05,6792.32,1018.85,7811.17,Debit Card,Store,Completed
3692,2025-01-08,55.0,18,1,2,1481.68,0.0,2963.36,444.5,3407.86,Unknown,Online,Pending
3693,2025-12-16,2095.0,1,1,1,12793.94,0.0,12793.94,1919.09,14713.03,Debit Card,Online,Completed
3694,2025-06-20,630.0,18,7,3,1259.43,0.15,3778.29,566.74,4345.03,PayFast,Web,Completed
3695,2024-01-11,634.0,2,4,2,1054.44,0.0,2108.88,316.33,2425.21,Debit Card,Online,Returned
3696,2025-12-25,697.0,6,4,2,5247.98,0.05,10495.96,1574.39,12070.35,Card,Phone,Pending
3697,2025-12-14,1103.0,3,6,1,5821.19,0.1,5821.19,873.18,6694.37,Card,Web,Returned
3698,2025-09-26,520.0,15,3,2,2038.29,0.2,4076.58,611.49,4688.07,EFT,Web,Pending
3699,2025-07-04,1675.0,7,6,3,2179.18,0.0,6537.54,980.63,7518.17,PayFast,Store,Completed
3700,2025-10-14,821.0,18,10,3,1407.6,0.05,4222.8,633.42,4856.22,SnapScan,Phone,Pending
3701,2024-02-24,1439.0,20,2,2,2268.12,0.2,4536.24,680.44,5216.68,EFT,Phone,Pending
3702,2024-12-22,1488.0,17,9,2,7149.81,0.0,14299.62,2144.94,16444.56,Cash,Store,Returned
3703,2024-04-09,883.0,17,10,4,7149.81,0.0,28599.24,4289.89,32889.13,Cash,Phone,Pending
3704,2024-01-19,2000.0,12,4,2,3177.76,0.0,6355.52,953.33,7308.85,Cash,Web,Returned
3705,2024-03-07,234.0,20,5,1,2551.64,0.1,2551.64,382.75,2934.39,EFT,Web,Completed
3706,2025-09-02,173.0,6,8,3,4971.77,0.1,14915.31,2237.3,17152.61,PayFast,Store,Returned
3707,2025-07-08,1126.0,11,5,1,267.18,0.0,267.18,40.08,307.26,Card,Store,Returned
3708,2024-12-11,663.0,17,5,3,7149.81,0.0,21449.43,3217.41,24666.84,Cash,Online,Returned
3709,2025-08-13,1055.0,2,1,3,1001.72,0.05,3005.16,450.77,3455.93,SnapScan,Store,Completed
3710,2025-05-20,1420.0,18,1,2,1481.68,0.0,2963.36,444.5,3407.86,PayFast,Store,Completed
3711,2024-03-23,1457.0,15,1,2,2420.47,0.05,4840.94,726.14,5567.08,PayFast,Web,Completed
3712,2025-12-03,1319.0,15,6,1,2293.07,0.1,2293.07,343.96,2637.03,PayFast,Phone,Completed
3713,2025-12-20,1728.0,17,1,2,7149.81,0.0,14299.62,2144.94,16444.56,PayFast,Store,Cancelled
3714,2025-12-12,6.0,4,6,2,5989.4,0.0,11978.8,1796.82,13775.62,Debit Card,Online,Completed
3715,2025-09-27,1120.0,6,5,2,4695.56,0.15,9391.12,1408.67,10799.79,PayFast,Store,Completed
3716,2024-04-28,20.0,5,6,2,12218.46,0.0,24436.92,3665.54,28102.46,Debit Card,Online,Cancelled
3717,2024-02-21,1263.0,9,7,2,1422.92,0.0,2845.84,426.88,3272.72,EFT,Phone,Cancelled
3718,2024-10-22,2182.0,16,8,2,5399.1,0.0,10798.2,1619.73,12417.93,SnapScan,Online,Completed
3719,2025-11-16,1366.0,15,3,2,2547.86,0.0,5095.72,764.36,5860.08,PayFast,Store,Returned
3720,2024-09-30,152.0,14,4,2,450.44,0.0,900.88,135.13,1036.01,Unknown,Online,Pending
3721,2024-02-16,59.0,9,3,2,1422.92,0.0,2845.84,426.88,3272.72,SnapScan,Store,Completed
3722,2024-08-07,1411.0,15,4,5,2038.29,0.2,10191.45,1528.72,11720.17,PayFast,Online,Cancelled
3723,2024-12-18,2054.0,16,7,5,5399.1,0.0,26995.5,4049.32,31044.82,EFT,Phone,Pending
3724,2024-11-27,2085.0,14,9,4,405.4,0.1,1621.6,243.24,1864.84,Debit Card,Store,Completed
3725,2025-06-21,1096.0,17,8,1,6792.32,0.05,6792.32,1018.85,7811.17,SnapScan,Store,Completed
3726,2024-02-22,457.0,8,1,1,549.75,0.0,549.75,82.46,632.21,PayFast,Phone,Completed
3727,2024-10-19,,8,4,1,494.78,0.1,494.78,74.22,569.0,Cash,Web,Completed
3728,2025-04-11,2084.0,10,5,1,2344.98,0.2,2344.98,351.75,2696.73,Cash,Phone,Completed
3729,2024-08-05,145.0,11,7,3,253.82,0.05,761.46,114.22,875.68,Cash,Web,Completed
3730,2024-04-16,434.0,3,9,2,5497.79,0.15,10995.58,1649.34,12644.92,PayFast,Store,Completed
3731,2024-11-29,1491.0,20,6,2,2835.15,0.0,5670.3,850.54,6520.84,Card,Web,Completed
3732,2024-10-22,783.0,8,3,1,467.29,0.15,467.29,70.09,537.38,Debit Card,Web,Returned
3733,2024-01-06,357.0,3,9,3,5497.79,0.15,16493.37,2474.01,18967.38,PayFast,Store,Pending
3734,2024-02-22,1207.0,7,7,3,1961.26,0.1,5883.78,882.57,6766.35,SnapScan,Online,Returned
3735,2025-03-25,1360.0,20,3,1,2835.15,0.0,2835.15,425.27,3260.42,SnapScan,Phone,Completed
3736,2024-07-29,1927.0,9,10,5,1422.92,0.0,7114.6,1067.19,8181.79,SnapScan,Online,Cancelled
3737,2024-03-24,870.0,17,7,1,6077.34,0.15,6077.34,911.6,6988.94,SnapScan,Web,Completed
3738,2024-11-10,1969.0,15,7,5,2547.86,0.0,12739.3,1910.89,14650.19,Card,Phone,Returned
3739,2025-02-28,775.0,3,10,2,6467.99,0.0,12935.98,1940.4,14876.38,PayFast,Store,Pending
3740,2024-07-17,149.0,1,6,2,12793.94,0.0,25587.88,3838.18,29426.06,Cash,Web,Cancelled
3741,2024-05-23,2008.0,10,1,4,2344.98,0.2,9379.92,1406.99,10786.91,Cash,Phone,Returned
3742,2025-03-09,1505.0,18,8,2,1481.68,0.0,2963.36,444.5,3407.86,Card,Web,Returned
3743,2024-04-02,699.0,14,9,1,427.92,0.05,427.92,64.19,492.11,EFT,Store,Returned
3744,2025-08-18,2131.0,8,6,4,549.75,0.0,2199.0,329.85,2528.85,PayFast,Phone,Completed
3745,2024-07-25,1343.0,19,3,1,3125.17,0.0,3125.17,468.78,3593.95,PayFast,Online,Pending
3746,2025-05-26,1184.0,12,6,1,3177.76,0.0,3177.76,476.66,3654.42,PayFast,Store,Cancelled
3747,2024-04-15,1106.0,7,6,4,2179.18,0.0,8716.72,1307.51,10024.23,Debit Card,Online,Returned
3748,2024-06-06,549.0,16,1,1,5129.15,0.05,5129.15,769.37,5898.52,Card,Online,Completed
3749,2025-01-24,2150.0,3,1,1,5497.79,0.15,5497.79,824.67,6322.46,Cash,Phone,Cancelled
3750,2025-11-27,852.0,7,5,1,2179.18,0.0,2179.18,326.88,2506.06,PayFast,Store,Pending
3751,2025-02-11,853.0,8,6,1,467.29,0.15,467.29,70.09,537.38,SnapScan,Online,Cancelled
3752,2024-12-04,2029.0,2,3,1,1054.44,0.0,1054.44,158.17,1212.61,Card,Phone,Pending
3753,2025-05-01,933.0,12,2,1,3177.76,0.0,3177.76,476.66,3654.42,SnapScan,Phone,Pending
3754,2025-07-02,179.0,9,5,1,1351.77,0.05,1351.77,202.77,1554.54,EFT,Web,Completed
3755,2025-11-01,1007.0,11,5,2,267.18,0.0,534.36,80.15,614.51,Cash,Web,Completed
3756,2025-02-19,1476.0,8,1,4,549.75,0.0,2199.0,329.85,2528.85,Card,Phone,Completed
3757,2024-05-18,1498.0,17,10,2,5719.85,0.2,11439.7,1715.96,13155.66,Cash,Store,Pending
3758,2025-01-18,2075.0,16,1,1,4319.28,0.2,4319.28,647.89,4967.17,Cash,Phone,Pending
3759,2025-06-05,1466.0,13,4,1,9427.89,0.1,9427.89,1414.18,10842.07,EFT,Online,Completed
3760,2025-07-31,1068.0,7,10,3,2179.18,0.0,6537.54,980.63,7518.17,SnapScan,Online,Returned
3761,2025-01-03,174.0,2,6,2,1054.44,0.0,2108.88,316.33,2425.21,Card,Store,Completed
3762,2024-01-01,516.0,13,7,2,10475.43,0.0,20950.86,3142.63,24093.49,Debit Card,Phone,Completed
3763,2024-11-18,108.0,4,8,1,5689.93,0.05,5689.93,853.49,6543.42,Cash,Phone,Pending
3764,2025-10-11,2113.0,20,10,5,2835.15,0.0,14175.75,2126.36,16302.11,SnapScan,Store,Pending
3765,2024-07-25,2036.0,5,3,1,12218.46,0.0,12218.46,1832.77,14051.23,Card,Store,Completed
3766,2025-08-10,1636.0,8,2,1,549.75,0.0,549.75,82.46,632.21,Debit Card,Store,Cancelled
3767,2024-12-14,1009.0,13,4,2,8380.34,0.2,16760.68,2514.1,19274.78,Card,Phone,Pending
3768,2025-07-14,603.0,2,3,1,1054.44,0.0,1054.44,158.17,1212.61,SnapScan,Store,Completed
3769,2024-05-14,495.0,9,1,2,1422.92,0.0,2845.84,426.88,3272.72,Cash,Web,Completed
3770,2024-09-02,640.0,6,5,1,5524.19,0.0,5524.19,828.63,6352.82,PayFast,Store,Pending
3771,2024-07-14,62.0,1,2,1,11514.55,0.1,11514.55,1727.18,13241.73,PayFast,Web,Returned
3772,2024-12-06,660.0,9,4,1,1280.63,0.1,1280.63,192.09,1472.72,PayFast,Online,Cancelled
3773,2025-09-10,1375.0,8,3,1,522.26,0.05,522.26,78.34,600.6,Debit Card,Store,Completed
3774,2025-12-14,753.0,19,5,2,2968.91,0.05,5937.82,890.67,6828.49,Debit Card,Phone,Pending
3775,2025-04-10,230.0,18,10,2,1481.68,0.0,2963.36,444.5,3407.86,Cash,Store,Completed
3776,2024-02-10,776.0,1,8,2,12154.24,0.05,24308.48,3646.27,27954.75,EFT,Store,Completed
3777,,225.0,5,8,4,10385.69,0.15,41542.76,6231.41,47774.17,PayFast,Unknown,Completed
3778,2024-07-21,1727.0,3,8,1,5821.19,0.1,5821.19,873.18,6694.37,SnapScan,Web,Completed
3779,2024-07-19,1928.0,15,8,2,2165.68,0.15,4331.36,649.7,4981.06,EFT,Online,Completed
3780,,640.0,3,5,1,6467.99,0.0,6467.99,970.2,7438.19,EFT,Online,Completed
3781,2024-03-25,914.0,7,9,1,2179.18,0.0,2179.18,326.88,2506.06,EFT,Phone,Completed
3782,2025-05-11,115.0,13,3,2,8380.34,0.2,16760.68,2514.1,19274.78,Cash,Store,Returned
3783,2024-03-17,393.0,9,5,1,1422.92,0.0,1422.92,213.44,1636.36,EFT,Phone,Completed
3784,2025-11-22,1515.0,13,8,1,8904.12,0.15,8904.12,1335.62,10239.74,SnapScan,Web,Pending
3785,2024-10-13,929.0,12,1,1,3177.76,0.0,3177.76,476.66,3654.42,PayFast,Online,Pending
3786,2024-04-25,806.0,15,5,1,2547.86,0.0,2547.86,382.18,2930.04,PayFast,Online,Completed
3787,2025-06-04,849.0,17,8,2,6434.83,0.1,12869.66,1930.45,14800.11,Card,Web,Completed
3788,2024-02-03,89.0,11,4,2,227.1,0.15,454.2,68.13,522.33,Debit Card,Unknown,Completed
3789,2025-12-17,1416.0,2,9,10,1054.44,0.0,10544.4,1581.66,12126.06,EFT,Web,Cancelled
3790,2025-05-08,783.0,1,1,1,12154.24,0.05,12154.24,1823.14,13977.38,SnapScan,Phone,Completed
3791,2025-11-28,2061.0,10,7,2,2784.66,0.05,5569.32,835.4,6404.72,Cash,Online,Pending
3792,2024-09-12,402.0,9,9,3,1209.48,0.15,3628.44,544.27,4172.71,Card,Online,Cancelled
3793,2025-11-11,1561.0,19,3,3,2968.91,0.05,8906.73,1336.01,10242.74,EFT,Phone,Pending
3794,2025-10-02,534.0,12,5,1,3177.76,0.0,3177.76,476.66,3654.42,Cash,Phone,Pending
3795,2024-03-14,1682.0,6,5,1,4695.56,0.15,4695.56,704.33,5399.89,PayFast,Online,Cancelled
3796,2024-02-20,108.0,19,5,3,2812.65,0.1,8437.95,1265.69,9703.64,Card,Online,Cancelled
3797,2024-06-23,821.0,14,5,3,360.35,0.2,1081.05,162.16,1243.21,PayFast,Online,Completed
3798,2024-10-04,97.0,14,6,3,382.87,0.15,1148.61,172.29,1320.9,Debit Card,Web,Completed
3799,2024-11-01,276.0,10,4,3,2491.54,0.15,7474.62,1121.19,8595.81,EFT,Store,Pending
3800,2025-12-29,292.0,12,3,1,2542.21,0.2,2542.21,381.33,2923.54,Card,Phone,Completed
3801,2025-10-28,1685.0,18,4,4,1333.51,0.1,5334.04,800.11,6134.15,PayFast,Store,Pending
3802,2024-06-16,764.0,6,6,3,4419.35,0.2,13258.05,1988.71,15246.76,Debit Card,Phone,Cancelled
3803,2024-03-04,1795.0,18,8,1,1259.43,0.15,1259.43,188.91,1448.34,Cash,Phone,Pending
3804,2025-10-04,669.0,17,7,4,7149.81,0.0,28599.24,4289.89,32889.13,PayFast,Web,Completed
3805,2024-03-22,123.0,15,9,3,2165.68,0.15,6497.04,974.56,7471.6,Card,Online,Completed
3806,2024-01-10,1206.0,10,9,1,2638.1,0.1,2638.1,395.71,3033.81,EFT,Store,Pending
3807,2024-11-10,461.0,17,8,2,6077.34,0.15,12154.68,1823.2,13977.88,Cash,Online,Completed
3808,2025-03-25,285.0,2,1,1,1054.44,0.0,1054.44,158.17,1212.61,Cash,Online,Pending
3809,,709.0,1,5,2,12793.94,0.0,25587.88,3838.18,29426.06,Cash,Store,Pending
3810,2024-03-16,1086.0,3,3,1,6467.99,0.0,6467.99,970.2,7438.19,PayFast,Online,Pending
3811,2025-01-14,308.0,1,6,3,12793.94,0.0,38381.82,5757.27,44139.09,SnapScan,Online,Completed
3812,2024-02-09,1867.0,18,6,1,1481.68,0.0,1481.68,222.25,1703.93,Cash,Web,Cancelled
3813,2024-09-28,475.0,9,2,2,1422.92,0.0,2845.84,426.88,3272.72,Card,Online,Completed
3814,2024-05-14,1439.0,4,5,4,5689.93,0.05,22759.72,3413.96,26173.68,Card,Phone,Completed
3815,2024-04-27,944.0,18,7,1,1481.68,0.0,1481.68,222.25,1703.93,PayFast,Store,Completed
3816,2024-09-19,714.0,16,2,1,5399.1,0.0,5399.1,809.87,6208.97,Card,Store,Returned
3817,2024-11-29,1610.0,4,7,1,5989.4,0.0,5989.4,898.41,6887.81,EFT,Phone,Pending
3818,2025-12-16,1425.0,7,2,1,2179.18,0.0,2179.18,326.88,2506.06,EFT,Online,Cancelled
3819,,29.0,15,3,3,2293.07,0.1,6879.21,1031.88,7911.09,Cash,Web,Pending
3820,2025-07-15,725.0,10,1,2,2491.54,0.15,4983.08,747.46,5730.54,Debit Card,Web,Completed
3821,2024-08-28,526.0,11,4,1,267.18,0.0,267.18,40.08,307.26,SnapScan,Web,Pending
3822,2024-04-10,974.0,3,10,4,5497.79,0.15,21991.16,3298.67,25289.83,Card,Online,Completed
3823,2025-10-01,2069.0,4,3,2,5090.99,0.15,10181.98,1527.3,11709.28,SnapScan,Online,Completed
3824,2025-04-03,757.0,17,9,3,7149.81,0.0,21449.43,3217.41,24666.84,PayFast,Online,Pending
3825,2024-12-30,1053.0,20,3,1,2835.15,0.0,2835.15,425.27,3260.42,Card,Online,Completed
3826,2025-10-22,1660.0,14,5,1,450.44,0.0,450.44,67.57,518.01,Debit Card,Web,Returned
3827,2025-07-15,1613.0,14,5,1,450.44,0.0,450.44,67.57,518.01,EFT,Online,Completed
3828,2024-10-04,556.0,15,3,1,2165.68,0.15,2165.68,324.85,2490.53,Debit Card,Online,Cancelled
3829,2025-04-11,2117.0,8,7,2,549.75,0.0,1099.5,164.92,1264.42,SnapScan,Web,Completed
3830,2025-05-30,552.0,9,1,2,1422.92,0.0,2845.84,426.88,3272.72,PayFast,Web,Pending
3831,2024-12-29,897.0,7,2,2,2179.18,0.0,4358.36,653.75,5012.11,PayFast,Online,Completed
3832,2025-12-28,1771.0,13,2,1,10475.43,0.0,10475.43,1571.31,12046.74,EFT,Online,Completed
3833,2025-01-25,1333.0,4,3,2,4791.52,0.2,9583.04,1437.46,11020.5,PayFast,Online,Cancelled
3834,2024-04-23,1715.0,19,7,5,2500.14,0.2,12500.7,1875.11,14375.81,Card,Web,Completed
3835,2025-08-04,981.0,20,1,1,2409.88,0.15,2409.88,361.48,2771.36,Debit Card,Store,Pending
3836,2024-01-22,1981.0,7,7,3,2070.22,0.05,6210.66,931.6,7142.26,EFT,Online,Completed
3837,2025-02-04,1420.0,2,7,2,896.27,0.15,1792.54,268.88,2061.42,PayFast,Phone,Cancelled
3838,2025-10-23,1451.0,1,9,1,12793.94,0.0,12793.94,1919.09,14713.03,Card,Web,Completed
3839,2024-02-14,219.0,18,4,1,1333.51,0.1,1333.51,200.03,1533.54,PayFast,Web,Completed
3840,2025-01-14,2069.0,2,6,4,1054.44,0.0,4217.76,632.66,4850.42,SnapScan,Online,Completed
3841,2024-09-24,1180.0,3,3,1,6467.99,0.0,6467.99,970.2,7438.19,Card,Web,Cancelled
